year,month,day,hour,min,sec,pH_tot
2018,6,18,13,0,0,7.87771666666653
2018,6,18,13,10,0,7.87788333333459
2018,6,18,13,20,0,7.87879999999553
2018,6,18,13,30,0,7.8814666666771
2018,6,18,13,40,0,7.88413333335867
2018,6,18,13,50,0,7.88679999999553
2018,6,18,14,0,0,7.8894666666771
2018,6,18,14,10,0,7.89213333331396
2018,6,18,14,20,0,7.8944999999986
2018,6,18,14,30,0,7.8961666666513
2018,6,18,14,40,0,7.89783333333194
2018,6,18,14,50,0,7.89949999998463
2018,6,18,15,0,0,7.90116666666527
2018,6,18,15,10,0,7.90283333334591
2018,6,18,15,20,0,7.90120000000782
2018,6,18,15,30,0,7.89186666659626
2018,6,18,15,40,0,7.88253333334116
2018,6,18,15,50,0,7.87319999992959
2018,6,18,16,0,0,7.86386666667449
2018,6,18,16,10,0,7.85453333326292
2018,6,18,16,20,0,7.8494499999919
2018,6,18,16,30,0,7.85428333335224
2018,6,18,16,40,0,7.85911666671258
2018,6,18,16,50,0,7.8639499999919
2018,6,18,17,0,0,7.86878333335224
2018,6,18,17,10,0,7.87361666663156
2018,6,18,17,20,0,7.87839999999609
2018,6,18,17,30,0,7.88306666662364
2018,6,18,17,40,0,7.88773333332942
2018,6,18,17,50,0,7.89239999995697
2018,6,18,18,0,0,7.89706666666276
2018,6,18,18,10,0,7.90173333336854
2018,6,18,18,20,0,7.90340000000447
2018,6,18,18,30,0,7.89806666662643
2018,6,18,18,40,0,7.8927333333378
2018,6,18,18,50,0,7.88739999995977
2018,6,18,19,0,0,7.88206666667114
2018,6,18,19,10,0,7.8767333332931
2018,6,18,19,20,0,7.87464999999078
2018,6,18,19,30,0,7.88015000002151
2018,6,18,19,40,0,7.88565000005225
2018,6,18,19,50,0,7.89114999999078
2018,6,18,20,0,0,7.89665000002151
2018,6,18,20,10,0,7.90214999996005
2018,6,18,20,20,0,7.90460000000391
2018,6,18,20,30,0,7.89993333337636
2018,6,18,20,40,0,7.89526666667058
2018,6,18,20,50,0,7.89060000004303
2018,6,18,21,0,0,7.88593333333725
2018,6,18,21,10,0,7.88126666663146
2018,6,18,21,20,0,7.87745000000154
2018,6,18,21,30,0,7.87561666665284
2018,6,18,21,40,0,7.87378333333487
2018,6,18,21,50,0,7.87194999998617
2018,6,18,22,0,0,7.8701166666682
2018,6,18,22,10,0,7.8682833333195
2018,6,18,22,20,0,7.86799999999441
2018,6,18,22,30,0,7.87133333334637
2018,6,18,22,40,0,7.87466666669833
2018,6,18,22,50,0,7.87799999999441
2018,6,18,23,0,0,7.88133333334637
2018,6,18,23,10,0,7.88466666664245
2018,6,18,23,20,0,7.8872499999993
2018,6,18,23,30,0,7.88808333332565
2018,6,18,23,40,0,7.88891666666597
2018,6,18,23,50,0,7.88974999999232
2018,6,19,0,0,0,7.89058333333263
2018,6,19,0,10,0,7.89141666667295
2018,6,19,0,20,0,7.89304999999707
2018,6,19,0,30,0,7.8965500000264
2018,6,19,0,40,0,7.90004999999707
2018,6,19,0,50,0,7.9035500000264
2018,6,19,1,0,0,7.90704999999707
2018,6,19,1,10,0,7.9105500000264
2018,6,19,1,20,0,7.91604999998296
2018,6,19,1,30,0,7.92621666670644
2018,6,19,1,40,0,7.93638333342991
2018,6,19,1,50,0,7.94654999998296
2018,6,19,2,0,0,7.95671666670643
2018,6,19,2,10,0,7.96688333325948
2018,6,19,2,20,0,7.97195000000573
2018,6,19,2,30,0,7.96511666672967
2018,6,19,2,40,0,7.95828333333906
2018,6,19,2,50,0,7.951450000063
2018,6,19,3,0,0,7.94461666667239
2018,6,19,3,10,0,7.93778333328178
2018,6,19,3,20,0,7.93080000000615
2018,6,19,3,30,0,7.92346666661135
2018,6,19,3,40,0,7.91613333333948
2018,6,19,3,50,0,7.90879999994468
2018,6,19,4,0,0,7.90146666667281
2018,6,19,4,10,0,7.89413333327801
2018,6,19,4,20,0,7.88974999999581
2018,6,19,4,30,0,7.89225000000978
2018,6,19,4,40,0,7.89475000002375
2018,6,19,4,50,0,7.89724999999581
2018,6,19,5,0,0,7.89975000000978
2018,6,19,5,10,0,7.90224999998184
2018,6,19,5,20,0,7.90270000000363
2018,6,19,5,30,0,7.89836666670662
2018,6,19,5,40,0,7.89403333333697
2018,6,19,5,50,0,7.88970000003995
2018,6,19,6,0,0,7.8853666666703
2018,6,19,6,10,0,7.88103333330064
2018,6,19,6,20,0,7.87909999999693
2018,6,19,6,30,0,7.88276666669433
2018,6,19,6,40,0,7.88643333333026
2018,6,19,6,50,0,7.89010000002766
2018,6,19,7,0,0,7.89376666666359
2018,6,19,7,10,0,7.89743333336099
2018,6,19,7,20,0,7.89950000000279
2018,6,19,7,30,0,7.89783333332681
2018,6,19,7,40,0,7.89616666665083
2018,6,19,7,50,0,7.89450000000279
2018,6,19,8,0,0,7.89283333332681
2018,6,19,8,10,0,7.89116666667877
2018,6,19,8,20,0,7.88855000000405
2018,6,19,8,30,0,7.88371666671123
2018,6,19,8,40,0,7.87888333333738
2018,6,19,8,50,0,7.87405000004456
2018,6,19,9,0,0,7.86921666667072
2018,6,19,9,10,0,7.86438333329687
2018,6,19,9,20,0,7.85870000000643
2018,6,19,9,30,0,7.8510333332755
2018,6,19,9,40,0,7.84336666667309
2018,6,19,9,50,0,7.83569999994216
2018,6,19,10,0,0,7.82803333333976
2018,6,19,10,10,0,7.82036666660883
2018,6,19,10,20,0,7.8178999999838
2018,6,19,10,30,0,7.82756666670448
2018,6,19,10,40,0,7.83723333342516
2018,6,19,10,50,0,7.8468999999838
2018,6,19,11,0,0,7.85656666670448
2018,6,19,11,10,0,7.86623333326311
2018,6,19,11,20,0,7.87255000000126
2018,6,19,11,30,0,7.87105000001383
2018,6,19,11,40,0,7.86955000000126
2018,6,19,11,50,0,7.86805000001383
2018,6,19,12,0,0,7.86655000000126
2018,6,19,12,10,0,7.86504999998868
2018,6,19,12,20,0,7.86464999999818
2018,6,19,12,30,0,7.86681666668301
2018,6,19,12,40,0,7.86898333333152
2018,6,19,12,50,0,7.87115000001634
2018,6,19,13,0,0,7.87331666666485
2018,6,19,13,10,0,7.87548333334968
2018,6,19,13,20,0,7.87650000000279
2018,6,19,13,30,0,7.87483333332681
2018,6,19,13,40,0,7.87316666665083
2018,6,19,13,50,0,7.87150000000279
2018,6,19,14,0,0,7.86983333332681
2018,6,19,14,10,0,7.86816666667877
2018,6,19,14,20,0,7.86660000000112
2018,6,19,14,30,0,7.86526666667896
2018,6,19,14,40,0,7.86393333333445
2018,6,19,14,50,0,7.86260000001229
2018,6,19,15,0,0,7.86126666666778
2018,6,19,15,10,0,7.85993333332328
2018,6,19,15,20,0,7.85959999999832
2018,6,19,15,30,0,7.86160000001509
2018,6,19,15,40,0,7.86359999999832
2018,6,19,15,50,0,7.86560000001509
2018,6,19,16,0,0,7.86759999999832
2018,6,19,16,10,0,7.86960000001509
2018,6,19,16,20,0,7.87109999999944
2018,6,19,16,30,0,7.87143333333464
2018,6,19,16,40,0,7.87176666666983
2018,6,19,16,50,0,7.87209999999944
2018,6,19,17,0,0,7.87243333333464
2018,6,19,17,10,0,7.87276666666425
2018,6,19,17,20,0,7.87354999999846
2018,6,19,17,30,0,7.87538333331643
2018,6,19,17,40,0,7.87721666666513
2018,6,19,17,50,0,7.8790499999831
2018,6,19,18,0,0,7.8808833333318
2018,6,19,18,10,0,7.8827166666805
2018,6,19,18,20,0,7.88489999999749
2018,6,19,18,30,0,7.88790000002263
2018,6,19,18,40,0,7.89089999999749
2018,6,19,18,50,0,7.89390000002263
2018,6,19,19,0,0,7.89689999999749
2018,6,19,19,10,0,7.89990000002263
2018,6,19,19,20,0,7.90204999999972
2018,6,19,19,30,0,7.90221666666732
2018,6,19,19,40,0,7.90238333333492
2018,6,19,19,50,0,7.90254999999972
2018,6,19,20,0,0,7.90271666666732
2018,6,19,20,10,0,7.90288333333212
2018,6,19,20,20,0,7.90369999999804
2018,6,19,20,30,0,7.90603333331182
2018,6,19,20,40,0,7.90836666666471
2018,6,19,20,50,0,7.91069999997849
2018,6,19,21,0,0,7.91303333333138
2018,6,19,21,10,0,7.91536666668427
2018,6,19,21,20,0,7.91829999999637
2018,6,19,21,30,0,7.92263333336602
2018,6,19,21,40,0,7.92696666666303
2018,6,19,21,50,0,7.93130000003269
2018,6,19,22,0,0,7.9356333333297
2018,6,19,22,10,0,7.93996666669936
2018,6,19,22,20,0,7.94499999998882
2018,6,19,22,30,0,7.95166666669274
2018,6,19,22,40,0,7.95833333339666
2018,6,19,22,50,0,7.96499999998882
2018,6,19,23,0,0,7.97166666669274
2018,6,19,23,10,0,7.9783333332849
2018,6,19,23,20,0,7.98394999999735
2018,6,19,23,30,0,7.98711666663747
2018,6,19,23,40,0,7.99028333333068
2018,6,19,23,50,0,7.9934499999708
2018,6,20,0,0,0,7.99661666666401
2018,6,20,0,10,0,7.99978333335722
2018,6,20,0,20,0,8.00254999999846
2018,6,20,0,30,0,8.00438333334716
2018,6,20,0,40,0,8.00621666666513
2018,6,20,0,50,0,8.00805000001383
2018,6,20,1,0,0,8.0098833333318
2018,6,20,1,10,0,8.0117166666805
2018,6,20,1,20,0,8.01240000000335
2018,6,20,1,30,0,8.01039999999218
2018,6,20,1,40,0,8.008399999981
2018,6,20,1,50,0,8.00640000000335
2018,6,20,2,0,0,8.00439999999218
2018,6,20,2,10,0,8.00240000001453
2018,6,20,2,20,0,7.99925000000489
2018,6,20,2,30,0,7.99341666672045
2018,6,20,2,40,0,7.98758333333822
2018,6,20,2,50,0,7.98175000005378
2018,6,20,3,0,0,7.97591666667156
2018,6,20,3,10,0,7.97008333328933
2018,6,20,3,20,0,7.96714999999679
2018,6,20,3,30,0,7.97098333336225
2018,6,20,3,40,0,7.97481666666345
2018,6,20,3,50,0,7.97865000002892
2018,6,20,4,0,0,7.98248333333012
2018,6,20,4,10,0,7.98631666669558
2018,6,20,4,20,0,7.98895000000028
2018,6,20,4,30,0,7.98878333333268
2018,6,20,4,40,0,7.98861666666508
2018,6,20,4,50,0,7.98845000000028
2018,6,20,5,0,0,7.98828333333268
2018,6,20,5,10,0,7.98811666666788
2018,6,20,5,20,0,7.98700000000279
2018,6,20,5,30,0,7.9836666666974
2018,6,20,5,40,0,7.98033333333613
2018,6,20,5,50,0,7.97700000003073
2018,6,20,6,0,0,7.97366666666946
2018,6,20,6,10,0,7.97033333330819
2018,6,20,6,20,0,7.96685000000321
2018,6,20,6,30,0,7.96301666663775
2018,6,20,6,40,0,7.95918333333655
2018,6,20,6,50,0,7.95534999997108
2018,6,20,7,0,0,7.95151666666988
2018,6,20,7,10,0,7.94768333330442
2018,6,20,7,20,0,7.94195000001704
2018,6,20,7,30,0,7.93178333329357
2018,6,20,7,40,0,7.92161666657009
2018,6,20,7,50,0,7.91145000001704
2018,6,20,8,0,0,7.90128333329357
2018,6,20,8,10,0,7.89111666674052
2018,6,20,8,20,0,7.884
2018,6,20,8,30,0,7.884
2018,6,20,8,40,0,7.884
2018,6,20,8,50,0,7.884
2018,6,20,9,0,0,7.884
2018,6,20,9,10,0,7.884
2018,6,20,9,20,0,7.88524999999651
2018,6,20,9,30,0,7.8894166666981
2018,6,20,9,40,0,7.89358333332984
2018,6,20,9,50,0,7.89775000003143
2018,6,20,10,0,0,7.90191666666317
2018,6,20,10,10,0,7.90608333336477
2018,6,20,10,20,0,7.9087500000014
2018,6,20,10,30,0,7.90791666666341
2018,6,20,10,40,0,7.90708333332542
2018,6,20,10,50,0,7.9062500000014
2018,6,20,11,0,0,7.90541666666341
2018,6,20,11,10,0,7.90458333333939
2018,6,20,11,20,0,7.90330000000196
2018,6,20,11,30,0,7.90096666668818
2018,6,20,11,40,0,7.89863333333529
2018,6,20,11,50,0,7.89630000002151
2018,6,20,12,0,0,7.89396666666862
2018,6,20,12,10,0,7.89163333331573
2018,6,20,12,20,0,7.89194999999455
2018,6,20,12,30,0,7.89845000004903
2018,6,20,12,40,0,7.90494999999455
2018,6,20,12,50,0,7.91145000004903
2018,6,20,13,0,0,7.91794999999455
2018,6,20,13,10,0,7.92445000004903
2018,6,20,13,20,0,7.93079999998994
2018,6,20,13,30,0,7.93680000002347
2018,6,20,13,40,0,7.942800000057
2018,6,20,13,50,0,7.94879999998994
2018,6,20,14,0,0,7.95480000002347
2018,6,20,14,10,0,7.96079999995641
2018,6,20,14,20,0,7.96589999999749
2018,6,20,14,30,0,7.96889999997234
2018,6,20,14,40,0,7.97189999999749
2018,6,20,14,50,0,7.97489999997234
2018,6,20,15,0,0,7.97789999999748
2018,6,20,15,10,0,7.98090000002263
2018,6,20,15,20,0,7.98295000000014
2018,6,20,15,30,0,7.98278333333208
2018,6,20,15,40,0,7.98261666666681
2018,6,20,15,50,0,7.98244999999874
2018,6,20,16,0,0,7.98228333333347
2018,6,20,16,10,0,7.98211666666541
2018,6,20,16,20,0,7.98105000000531
2018,6,20,16,30,0,7.97788333332095
2018,6,20,16,40,0,7.97471666663658
2018,6,20,16,50,0,7.97155000000531
2018,6,20,17,0,0,7.96838333332095
2018,6,20,17,10,0,7.96521666668967
2018,6,20,17,20,0,7.96379999999777
2018,6,20,17,30,0,7.96646666664208
2018,6,20,17,40,0,7.9691333333311
2018,6,20,17,50,0,7.97179999997541
2018,6,20,18,0,0,7.97446666666443
2018,6,20,18,10,0,7.97713333335345
2018,6,20,18,20,0,7.97795000000293
2018,6,20,18,30,0,7.9744499999736
2018,6,20,18,40,0,7.97095000000293
2018,6,20,18,50,0,7.9674499999736
2018,6,20,19,0,0,7.96395000000293
2018,6,20,19,10,0,7.9604499999736
2018,6,20,19,20,0,7.95904999999413
2018,6,20,19,30,0,7.96255000001369
2018,6,20,19,40,0,7.96605000003325
2018,6,20,19,50,0,7.96954999999413
2018,6,20,20,0,0,7.97305000001369
2018,6,20,20,10,0,7.97654999997458
2018,6,20,20,20,0,7.97790000000307
2018,6,20,20,30,0,7.97423333336714
2018,6,20,20,40,0,7.97056666666974
2018,6,20,20,50,0,7.96690000003381
2018,6,20,21,0,0,7.96323333333641
2018,6,20,21,10,0,7.95956666663901
2018,6,20,21,20,0,7.95640000000168
2018,6,20,21,30,0,7.95439999998491
2018,6,20,21,40,0,7.95240000000168
2018,6,20,21,50,0,7.95039999998491
2018,6,20,22,0,0,7.94840000000168
2018,6,20,22,10,0,7.94639999998491
2018,6,20,22,20,0,7.94604999999413
2018,6,20,22,30,0,7.94955000001369
2018,6,20,22,40,0,7.95305000003325
2018,6,20,22,50,0,7.95654999999413
2018,6,20,23,0,0,7.96005000001369
2018,6,20,23,10,0,7.96354999997458
2018,6,20,23,20,0,7.96570000000084
2018,6,20,23,30,0,7.96470000000922
2018,6,20,23,40,0,7.96370000000084
2018,6,20,23,50,0,7.96270000000922
2018,6,21,0,0,0,7.96170000000084
2018,6,21,0,10,0,7.96069999999246
2018,6,21,0,20,0,7.96119999999665
2018,6,21,0,30,0,7.96520000003017
2018,6,21,0,40,0,7.96919999999665
2018,6,21,0,50,0,7.97320000003018
2018,6,21,1,0,0,7.97719999999665
2018,6,21,1,10,0,7.98120000003017
2018,6,21,1,20,0,7.98414999999916
2018,6,21,1,30,0,7.98465000000196
2018,6,21,1,40,0,7.98515000000475
2018,6,21,1,50,0,7.98564999999916
2018,6,21,2,0,0,7.98615000000196
2018,6,21,2,10,0,7.98664999999637
2018,6,21,2,20,0,7.98430000000754
2018,6,21,2,30,0,7.97530000008298
2018,6,21,2,40,0,7.96630000000754
2018,6,21,2,50,0,7.95730000008298
2018,6,21,3,0,0,7.94830000000754
2018,6,21,3,10,0,7.93929999993211
2018,6,21,3,20,0,7.93180000000335
2018,6,21,3,30,0,7.92779999996982
2018,6,21,3,40,0,7.92380000000335
2018,6,21,3,50,0,7.91979999996983
2018,6,21,4,0,0,7.91580000000335
2018,6,21,4,10,0,7.91179999996983
2018,6,21,4,20,0,7.90929999999832
2018,6,21,4,30,0,7.91030000000391
2018,6,21,4,40,0,7.9113000000095
2018,6,21,4,50,0,7.91229999999832
2018,6,21,5,0,0,7.91330000000391
2018,6,21,5,10,0,7.91429999999274
2018,6,21,5,20,0,7.91465000000098
2018,6,21,5,30,0,7.91348333334409
2018,6,21,5,40,0,7.91231666666764
2018,6,21,5,50,0,7.91115000001076
2018,6,21,6,0,0,7.90998333333431
2018,6,21,6,10,0,7.90881666665787
2018,6,21,6,20,0,7.90740000000168
2018,6,21,6,30,0,7.90539999998491
2018,6,21,6,40,0,7.90340000000168
2018,6,21,6,50,0,7.90139999998491
2018,6,21,7,0,0,7.89940000000168
2018,6,21,7,10,0,7.89739999998491
2018,6,21,7,20,0,7.89465000000754
2018,6,21,7,30,0,7.8901499999824
2018,6,21,7,40,0,7.88564999995725
2018,6,21,7,50,0,7.88115000000754
2018,6,21,8,0,0,7.8766499999824
2018,6,21,8,10,0,7.87215000003269
2018,6,21,8,20,0,7.86904999999986
2018,6,21,8,30,0,7.86921666666513
2018,6,21,8,40,0,7.86938333333319
2018,6,21,8,50,0,7.86954999999846
2018,6,21,9,0,0,7.86971666666653
2018,6,21,9,10,0,7.86988333333459
2018,6,21,9,20,0,7.87184999999483
2018,6,21,9,30,0,7.87801666671319
2018,6,21,9,40,0,7.88418333332816
2018,6,21,9,50,0,7.89035000004652
2018,6,21,10,0,0,7.8965166666615
2018,6,21,10,10,0,7.90268333337985
2018,6,21,10,20,0,7.90749999999721
2018,6,21,10,30,0,7.90916666667319
2018,6,21,10,40,0,7.91083333334917
2018,6,21,10,50,0,7.91249999999721
2018,6,21,11,0,0,7.91416666667319
2018,6,21,11,10,0,7.91583333332123
2018,6,21,11,20,0,7.9162500000021
2018,6,21,11,30,0,7.91375000002305
2018,6,21,11,40,0,7.9112500000021
2018,6,21,11,50,0,7.90875000002305
2018,6,21,12,0,0,7.9062500000021
2018,6,21,12,10,0,7.90374999998114
2018,6,21,12,20,0,7.90135000000182
2018,6,21,12,30,0,7.89918333331699
2018,6,21,12,40,0,7.89701666666848
2018,6,21,12,50,0,7.89484999998366
2018,6,21,13,0,0,7.89268333333515
2018,6,21,13,10,0,7.89051666665032
2018,6,21,13,20,0,7.88944999999749
2018,6,21,13,30,0,7.89095000000587
2018,6,21,13,40,0,7.89245000001425
2018,6,21,13,50,0,7.89394999999748
2018,6,21,14,0,0,7.89545000000587
2018,6,21,14,10,0,7.8969499999891
2018,6,21,14,20,0,7.90024999999371
2018,6,21,14,30,0,7.90774999993085
2018,6,21,14,40,0,7.91524999999371
2018,6,21,14,50,0,7.92274999993085
2018,6,21,15,0,0,7.93024999999371
2018,6,21,15,10,0,7.93775000005658
2018,6,21,15,20,0,7.94270000000084
2018,6,21,15,30,0,7.94169999999245
2018,6,21,15,40,0,7.94070000000084
2018,6,21,15,50,0,7.93969999999246
2018,6,21,16,0,0,7.93870000000084
2018,6,21,16,10,0,7.93769999999246
2018,6,21,16,20,0,7.93784999999525
2018,6,21,16,30,0,7.94068333334442
2018,6,21,16,40,0,7.94351666669358
2018,6,21,16,50,0,7.94634999999525
2018,6,21,17,0,0,7.94918333334442
2018,6,21,17,10,0,7.95201666664608
2018,6,21,17,20,0,7.95320000000224
2018,6,21,17,30,0,7.95053333335792
2018,6,21,17,40,0,7.9478666666689
2018,6,21,17,50,0,7.94520000002459
2018,6,21,18,0,0,7.94253333333557
2018,6,21,18,10,0,7.93986666664655
2018,6,21,18,20,0,7.93954999999567
2018,6,21,18,30,0,7.94471666670564
2018,6,21,18,40,0,7.949883333329
2018,6,21,18,50,0,7.95505000003898
2018,6,21,19,0,0,7.96021666666234
2018,6,21,19,10,0,7.96538333337231
2018,6,21,19,20,0,7.96760000000782
2018,6,21,19,30,0,7.96293333331508
2018,6,21,19,40,0,7.95826666662234
2018,6,21,19,50,0,7.95360000000782
2018,6,21,20,0,0,7.94893333331508
2018,6,21,20,10,0,7.94426666670057
2018,6,21,20,20,0,7.94000000000279
2018,6,21,20,30,0,7.9366666666974
2018,6,21,20,40,0,7.93333333333613
2018,6,21,20,50,0,7.93000000003073
2018,6,21,21,0,0,7.92666666666946
2018,6,21,21,10,0,7.92333333330819
2018,6,21,21,20,0,7.92219999999665
2018,6,21,21,30,0,7.92620000003017
2018,6,21,21,40,0,7.93019999999665
2018,6,21,21,50,0,7.93420000003018
2018,6,21,22,0,0,7.93819999999665
2018,6,21,22,10,0,7.94220000003017
