year,month,day,hour,min,sec,swvel
2018,6,3,5,30,0,0.084948407222346
2018,6,3,5,40,0,0.0845118911152888
2018,6,3,5,50,0,0.083758013307835
2018,6,3,6,0,0,0.0827607016330455
2018,6,3,6,10,0,0.0815906441781777
2018,6,3,6,20,0,0.0803113914611082
2018,6,3,6,30,0,0.0789760111457866
2018,6,3,6,40,0,0.077624391335942
2018,6,3,6,50,0,0.0762812102863547
2018,6,3,7,0,0,0.074954801640932
2018,6,3,7,10,0,0.0736369645848264
2018,6,3,7,20,0,0.0723038272866995
2018,6,3,7,30,0,0.0709176353905776
2018,6,3,7,40,0,0.0694292960341094
2018,6,3,7,50,0,0.0677815531152234
2018,6,3,8,0,0,0.0659129069508241
2018,6,3,8,10,0,0.0637620565901691
2018,6,3,8,20,0,0.0612725778281746
2018,6,3,8,30,0,0.0583974375274381
2018,6,3,8,40,0,0.0551033422701535
2018,6,3,8,50,0,0.0513746872439293
2018,6,3,9,0,0,0.0472167437279646
2018,6,3,9,10,0,0.0426579772084536
2018,6,3,9,20,0,0.0377516132797087
2018,6,3,9,30,0,0.0325762038154508
2018,6,3,9,40,0,0.0272349777104499
2018,6,3,9,50,0,0.0218542778613829
2018,6,3,10,0,0,0.0165809125036195
2018,6,3,10,10,0,0.0115783097744881
2018,6,3,10,20,0,0.00702178511282511
2018,6,3,10,30,0,0.00309319369789861
2018,6,3,10,40,0,-2.50203311681074e-05
2018,6,3,10,50,0,-0.0021560874854417
2018,6,3,11,0,0,-0.00313521129036726
2018,6,3,11,10,0,-0.00281570220403571
2018,6,3,11,20,0,-0.00107463435459919
2018,6,3,11,30,0,0.00218208745218222
2018,6,3,11,40,0,0.00701543309750036
2018,6,3,11,50,0,0.0134499811955363
2018,6,3,12,0,0,0.0214717882114225
2018,6,3,12,10,0,0.0310274427104908
2018,6,3,12,20,0,0.0420244281680531
2018,6,3,12,30,0,0.0543327902278783
2018,6,3,12,40,0,0.0677876994249478
2018,6,3,12,50,0,0.0821931638915217
2018,6,3,13,0,0,0.0973266548503631
2018,6,3,13,10,0,0.112944499360704
2018,6,3,13,20,0,0.128787793029877
2018,6,3,13,30,0,0.144588693636358
2018,6,3,13,40,0,0.160076790299096
2018,6,3,13,50,0,0.174985364108053
2018,6,3,14,0,0,0.189057380927576
2018,6,3,14,10,0,0.202051034303927
2018,6,3,14,20,0,0.213744504715467
2018,6,3,14,30,0,0.223939928469338
2018,6,3,14,40,0,0.2324666791475
2018,6,3,14,50,0,0.239183711010944
2018,6,3,15,0,0,0.243981062956839
2018,6,3,15,10,0,0.246780566081079
2018,6,3,15,20,0,0.247535735603404
2018,6,3,15,30,0,0.246230800612705
2018,6,3,15,40,0,0.242879106448849
2018,6,3,15,50,0,0.237521047455961
2018,6,3,16,0,0,0.230221682248327
2018,6,3,16,10,0,0.221068179296573
2018,6,3,16,20,0,0.210167156342087
2018,6,3,16,30,0,0.197642033352852
2018,6,3,16,40,0,0.183630459652609
2018,6,3,16,50,0,0.16828187656193
2018,6,3,17,0,0,0.151755424275341
2018,6,3,17,10,0,0.134217963952931
2018,6,3,17,20,0,0.115842394288023
2018,6,3,17,30,0,0.0968064266277816
2018,6,3,17,40,0,0.0772917243294235
2018,6,3,17,50,0,0.0574832744662215
2018,6,3,18,0,0,0.0375688808510697
2018,6,3,18,10,0,0.0177384838442095
2018,6,3,18,20,0,-0.00181659898766369
2018,6,3,18,30,0,-0.0209046655768885
2018,6,3,18,40,0,-0.0393349305840036
2018,6,3,18,50,0,-0.0569188663846554
2018,6,3,19,0,0,-0.073471808725094
2018,6,3,19,10,0,-0.0888148259441217
2018,6,3,19,20,0,-0.102776919709953
2018,6,3,19,30,0,-0.115197596518292
2018,6,3,19,40,0,-0.125929613341535
2018,6,3,19,50,0,-0.134842028815625
2018,6,3,20,0,0,-0.141823340497701
2018,6,3,20,10,0,-0.146784656035686
2018,6,3,20,20,0,-0.149662765470795
2018,6,3,20,30,0,-0.150423036814075
2018,6,3,20,40,0,-0.149061911974836
2018,6,3,20,50,0,-0.145608911494639
2018,6,3,21,0,0,-0.140128090704893
2018,6,3,21,10,0,-0.132718691123548
2018,6,3,21,20,0,-0.123515124062986
2018,6,3,21,30,0,-0.112686050729233
2018,6,3,21,40,0,-0.100432451014363
2018,6,3,21,50,0,-0.0869849209631779
2018,6,3,22,0,0,-0.0725999702259054
2018,6,3,22,10,0,-0.0575553542571269
2018,6,3,22,20,0,-0.042144574047612
2018,6,3,22,30,0,-0.0266707922801053
2018,6,3,22,40,0,-0.0114401854322047
2018,6,3,22,50,0,0.00324510624609976
2018,6,3,23,0,0,0.0170941395006817
2018,6,3,23,10,0,0.0298342280065975
2018,6,3,23,20,0,0.0412178595189067
2018,6,3,23,30,0,0.0510290749090777
2018,6,3,23,40,0,0.0590892767816819
2018,6,3,23,50,0,0.0652621780295039
2018,6,4,0,0,0,0.0694577252779791
2018,6,4,0,10,0,0.0716348667476934
2018,6,4,0,20,0,0.0718030655887371
2018,6,4,0,30,0,0.0700224629904826
2018,6,4,0,40,0,0.0664025749927651
2018,6,4,0,50,0,0.0610997048818432
2018,6,4,1,0,0,0.054312887505198
2018,6,4,1,10,0,0.0462788664847743
2018,6,4,1,20,0,0.0372659377876958
2018,6,4,1,30,0,0.0275667869811301
2018,6,4,1,40,0,0.0174907733054483
2018,6,4,1,50,0,0.00735577373035325
2018,6,4,2,0,0,-0.00252023128487475
2018,6,4,2,10,0,-0.0118274904841007
2018,6,4,2,20,0,-0.020272585658163
2018,6,4,2,30,0,-0.0275860272830033
2018,6,4,2,40,0,-0.0335290176750052
2018,6,4,2,50,0,-0.0378993874263741
2018,6,4,3,0,0,-0.0405364342176318
2018,6,4,3,10,0,-0.0413244252420405
2018,6,4,3,20,0,-0.0401948925100984
2018,6,4,3,30,0,-0.0371274688632948
2018,6,4,3,40,0,-0.0321493927954836
2018,6,4,3,50,0,-0.025333693622428
2018,6,4,4,0,0,-0.016796192902644
2018,6,4,4,10,0,-0.00669142841536662
2018,6,4,4,20,0,0.00479238635090964
2018,6,4,4,30,0,0.0174391969954959
2018,6,4,4,40,0,0.0310115020834633
2018,6,4,4,50,0,0.0452570620713522
2018,6,4,5,0,0,0.0599156642395989
2018,6,4,5,10,0,0.0747258527619467
2018,6,4,5,20,0,0.0894313996247153
2018,6,4,5,30,0,0.103787147487308
2018,6,4,5,40,0,0.117564152985032
2018,6,4,5,50,0,0.130554142862111
2018,6,4,6,0,0,0.142573078811206
2018,6,4,6,10,0,0.153463673126144
2018,6,4,6,20,0,0.163096927019736
2018,6,4,6,30,0,0.171372809170051
2018,6,4,6,40,0,0.178220099788727
2018,6,4,6,50,0,0.183595365058314
2018,6,4,7,0,0,0.187481254140606
2018,6,4,7,10,0,0.189884214211622
2018,6,4,7,20,0,0.19083181972191
2018,6,4,7,30,0,0.190369863060448
2018,6,4,7,40,0,0.188559252388501
2018,6,4,7,50,0,0.185472853639643
2018,6,4,8,0,0,0.181192864144789
2018,6,4,8,10,0,0.175808361728097
2018,6,4,8,20,0,0.169413092068265
2018,6,4,8,30,0,0.162103499038495
2018,6,4,8,40,0,0.153977306979191
2018,6,4,8,50,0,0.145132550090646
2018,6,4,9,0,0,0.135666977783691
2018,6,4,9,10,0,0.12567784358084
2018,6,4,9,20,0,0.115262109299524
2018,6,4,9,30,0,0.104516944473184
2018,6,4,9,40,0,0.0935403971153502
2018,6,4,9,50,0,0.0824321436524427
2018,6,4,10,0,0,0.0712942721065749
2018,6,4,10,10,0,0.0602317091374518
2018,6,4,10,20,0,0.0493525316451432
2018,6,4,10,30,0,0.0387680446055229
2018,6,4,10,40,0,0.0285925213369898
2018,6,4,10,50,0,0.0189424952542804
2018,6,4,11,0,0,0.00993570246432334
2018,6,4,11,10,0,0.00168950286896342
2018,6,4,11,20,0,-0.00568098043812618
2018,6,4,11,30,0,-0.0120649094994213
2018,6,4,11,40,0,-0.0173580960503361
2018,6,4,11,50,0,-0.0214654437164554
2018,6,4,12,0,0,-0.024303402686678
2018,6,4,12,10,0,-0.0258024594840538
2018,6,4,12,20,0,-0.0259094639378003
2018,6,4,12,30,0,-0.0245895666099784
2018,6,4,12,40,0,-0.0218280516523959
2018,6,4,12,50,0,-0.0176316393074753
2018,6,4,13,0,0,-0.0120293267393531
2018,6,4,13,10,0,-0.00507268450466085
2018,6,4,13,20,0,0.00316443874742542
2018,6,4,13,30,0,0.0125868607690881
2018,6,4,13,40,0,0.0230794282024695
2018,6,4,13,50,0,0.0345088395479756
2018,6,4,14,0,0,0.0467259740041311
2018,6,4,14,10,0,0.0595686586297774
2018,6,4,14,20,0,0.0728646452494368
2018,6,4,14,30,0,0.0864348267974354
2018,6,4,14,40,0,0.100096592203977
2018,6,4,14,50,0,0.113667330441674
2018,6,4,15,0,0,0.126967717196982
2018,6,4,15,10,0,0.139824788219031
2018,6,4,15,20,0,0.152074616690527
2018,6,4,15,30,0,0.163564592985138
2018,6,4,15,40,0,0.174155340339751
2018,6,4,15,50,0,0.183722172829835
2018,6,4,16,0,0,0.19215605363397
2018,6,4,16,10,0,0.199364201778535
2018,6,4,16,20,0,0.205270207181581
2018,6,4,16,30,0,0.20981376266233
2018,6,4,16,40,0,0.212950141347864
2018,6,4,16,50,0,0.214649467105719
2018,6,4,17,0,0,0.214895826556074
2018,6,4,17,10,0,0.213686367167278
2018,6,4,17,20,0,0.211030351580235
2018,6,4,17,30,0,0.206948504083298
2018,6,4,17,40,0,0.201472418697606
2018,6,4,17,50,0,0.194644143587021
2018,6,4,18,0,0,0.186515906889771
2018,6,4,18,10,0,0.177149956696197
2018,6,4,18,20,0,0.166618743894854
2018,6,4,18,30,0,0.155005247523593
2018,6,4,18,40,0,0.142403243736012
2018,6,4,18,50,0,0.128917819981935
2018,6,4,19,0,0,0.114665769082126
2018,6,4,19,10,0,0.0997758968447216
2018,6,4,19,20,0,0.0843890265238552
2018,6,4,19,30,0,0.0686577560476911
2018,6,4,19,40,0,0.052745788773905
2018,6,4,19,50,0,0.0368268567102642
2018,6,4,20,0,0,0.0210831405876558
2018,6,4,20,10,0,0.0057030302010161
2018,6,4,20,20,0,-0.00912144550205481
2018,6,4,20,30,0,-0.0231976555442596
2018,6,4,20,40,0,-0.036335823984585
2018,6,4,20,50,0,-0.0483528415179583
2018,6,4,21,0,0,-0.0590763148039499
2018,6,4,21,10,0,-0.0683486868123082
2018,6,4,21,20,0,-0.0760314668807329
2018,6,4,21,30,0,-0.0820091619634789
2018,6,4,21,40,0,-0.0861928964194182
2018,6,4,21,50,0,-0.0885236865746178
2018,6,4,22,0,0,-0.0889751440760981
2018,6,4,22,10,0,-0.0875553811484294
2018,6,4,22,20,0,-0.0843081451593901
2018,6,4,22,30,0,-0.0793129166493013
2018,6,4,22,40,0,-0.0726841417697291
2018,6,4,22,50,0,-0.0645696882912359
2018,6,4,23,0,0,-0.0551482236821005
2018,6,4,23,10,0,-0.0446256242851878
2018,6,4,23,20,0,-0.0332305011043128
2018,6,4,23,30,0,-0.0212091572042979
2018,6,4,23,40,0,-0.00881981570135841
2018,6,4,23,50,0,0.00367361307732919
2018,6,5,0,0,0,0.0160080313171331
2018,6,5,0,10,0,0.0279276077062799
2018,6,5,0,20,0,0.0391900959697426
2018,6,5,0,30,0,0.0495729349739091
2018,6,5,0,40,0,0.0588788982841599
2018,6,5,0,50,0,0.0669410929992369
2018,6,5,1,0,0,0.073627053852189
2018,6,5,1,10,0,0.0788420005235572
2018,6,5,1,20,0,0.0825309739820395
2018,6,5,1,30,0,0.0846797099256159
2018,6,5,1,40,0,0.0853145076925762
2018,6,5,1,50,0,0.0845009687701007
2018,6,5,2,0,0,0.0823415600022171
2018,6,5,2,10,0,0.0789722471077485
2018,6,5,2,20,0,0.0745581436088833
2018,6,5,2,30,0,0.06928846366637
2018,6,5,2,40,0,0.0633709967190811
2018,6,5,2,50,0,0.0570260766871134
2018,6,5,3,0,0,0.0504803708603968
2018,6,5,3,10,0,0.0439607362945116
2018,6,5,3,20,0,0.0376881440942577
2018,6,5,3,30,0,0.0318719229525155
2018,6,5,3,40,0,0.0267045577967824
2018,6,5,3,50,0,0.0223571833850101
2018,6,5,4,0,0,0.0189758596611838
2018,6,5,4,10,0,0.0166786477532949
2018,6,5,4,20,0,0.0155535905947458
2018,6,5,4,30,0,0.0156578398217531
2018,6,5,4,40,0,0.0170174832434916
2018,6,5,4,50,0,0.0196282747196641
2018,6,5,5,0,0,0.0234572286142779
2018,6,5,5,10,0,0.0284449140369442
2018,6,5,5,20,0,0.0345082523713756
2018,6,5,5,30,0,0.0415437567428444
2018,6,5,5,40,0,0.049431001741575
2018,6,5,5,50,0,0.0580363405714319
2018,6,5,6,0,0,0.0672166539333302
2018,6,5,6,10,0,0.0768228660849074
2018,6,5,6,20,0,0.0867031769240327
2018,6,5,6,30,0,0.0967061293977348
2018,6,5,6,40,0,0.106683306186172
2018,6,5,6,50,0,0.116491475884606
2018,6,5,7,0,0,0.125994385178776
2018,6,5,7,10,0,0.135064115693835
2018,6,5,7,20,0,0.143581925504379
2018,6,5,7,30,0,0.151438736897046
2018,6,5,7,40,0,0.15853542805675
2018,6,5,7,50,0,0.164782801574968
2018,6,5,8,0,0,0.170101544186672
2018,6,5,8,10,0,0.174421986901274
2018,6,5,8,20,0,0.177683836323003
2018,6,5,8,30,0,0.17983591305346
2018,6,5,8,40,0,0.180836147948189
2018,6,5,8,50,0,0.180651644026289
2018,6,5,9,0,0,0.179258887284121
2018,6,5,9,10,0,0.176644186770935
2018,6,5,9,20,0,0.172804295435075
2018,6,5,9,30,0,0.167747458952226
2018,6,5,9,40,0,0.161494384867007
2018,6,5,9,50,0,0.154079206841064
2018,6,5,10,0,0,0.145550422886156
2018,6,5,10,10,0,0.135971610035179
2018,6,5,10,20,0,0.125422190999764
2018,6,5,10,30,0,0.113997895009444
2018,6,5,10,40,0,0.101810925204906
2018,6,5,10,50,0,0.0889897154285836
2018,6,5,11,0,0,0.0756781327838087
2018,6,5,11,10,0,0.0620342430044981
2018,6,5,11,20,0,0.0482285971734066
2018,6,5,11,30,0,0.0344420949109875
2018,6,5,11,40,0,0.0208634259394828
2018,6,5,11,50,0,0.00768600379296916
2018,6,5,12,0,0,-0.00489544299035431
2018,6,5,12,10,0,-0.0166886577540901
2018,6,5,12,20,0,-0.0275078365938199
2018,6,5,12,30,0,-0.0371775452300624
2018,6,5,12,40,0,-0.0455365950341151
2018,6,5,12,50,0,-0.0524418060178424
2018,6,5,13,0,0,-0.0577714808914593
2018,6,5,13,10,0,-0.0614285837564996
2018,6,5,13,20,0,-0.0633433675522197
2018,6,5,13,30,0,-0.0634753213513246
2018,6,5,13,40,0,-0.0618144743890965
2018,6,5,13,50,0,-0.058382116570949
2018,6,5,14,0,0,-0.0532307172077046
2018,6,5,14,10,0,-0.0464431166266371
2018,6,5,14,20,0,-0.0381310719348722
2018,6,5,14,30,0,-0.0284331355845523
2018,6,5,14,40,0,-0.0175119322855986
2018,6,5,14,50,0,-0.00555067039352865
2018,6,5,15,0,0,0.00725061319260829
2018,6,5,15,10,0,0.0206790762866574
2018,6,5,15,20,0,0.034513381180364
2018,6,5,15,30,0,0.0485280911705594
2018,6,5,15,40,0,0.0624981498436192
2018,6,5,15,50,0,0.0762032027072973
2018,6,5,16,0,0,0.0894317215129983
2018,6,5,16,10,0,0.10198475554529
2018,6,5,16,20,0,0.113679231302265
2018,6,5,16,30,0,0.124350785812676
2018,6,5,16,40,0,0.133856212139856
2018,6,5,16,50,0,0.142075344648636
2018,6,5,17,0,0,0.148912337316513
2018,6,5,17,10,0,0.154296419916992
2018,6,5,17,20,0,0.158182018249597
2018,6,5,17,30,0,0.160548420274587
2018,6,5,17,40,0,0.161398894556912
2018,6,5,17,50,0,0.160759432496793
2018,6,5,18,0,0,0.158677117324897
2018,6,5,18,10,0,0.155218186275003
2018,6,5,18,20,0,0.150465993748828
2018,6,5,18,30,0,0.144518689253074
2018,6,5,18,40,0,0.137486694527194
2018,6,5,18,50,0,0.129490216407626
2018,6,5,19,0,0,0.120656692049564
2018,6,5,19,10,0,0.111118307090438
2018,6,5,19,20,0,0.101009746471788
2018,6,5,19,30,0,0.090466245132325
2018,6,5,19,40,0,0.079621791857934
2018,6,5,19,50,0,0.0686075778250048
2018,6,5,20,0,0,0.0575506400218289
2018,6,5,20,10,0,0.0465727082485873
2018,6,5,20,20,0,0.0357892911979772
2018,6,5,20,30,0,0.025308930004878
2018,6,5,20,40,0,0.0152325889364834
2018,6,5,20,50,0,0.00565310799033553
2018,6,5,21,0,0,-0.00334527595090209
2018,6,5,21,10,0,-0.0116873679168347
2018,6,5,21,20,0,-0.0193074559256516
2018,6,5,21,30,0,-0.0261496824964173
2018,6,5,21,40,0,-0.0321683749302539
2018,6,5,21,50,0,-0.0373283613474661
2018,6,5,22,0,0,-0.0416052012214318
2018,6,5,22,10,0,-0.0449853820617679
2018,6,5,22,20,0,-0.0474664878432114
2018,6,5,22,30,0,-0.0490570272718925
2018,6,5,22,40,0,-0.049776278890873
2018,6,5,22,50,0,-0.0496541821617014
2018,6,5,23,0,0,-0.0487309336843382
2018,6,5,23,10,0,-0.0470564155956202
2018,6,5,23,20,0,-0.0446894660419255
2018,6,5,23,30,0,-0.0416971318820511
2018,6,5,23,40,0,-0.0381536312649705
2018,6,5,23,50,0,-0.0341390725524322
2018,6,6,0,0,0,-0.029738169557486
2018,6,6,0,10,0,-0.0250389586396124
2018,6,6,0,20,0,-0.0201313035734622
2018,6,6,0,30,0,-0.0151051723917104
2018,6,6,0,40,0,-0.0100489211456059
2018,6,6,0,50,0,-0.00504740220102937
2018,6,6,1,0,0,-0.00018012962190142
2018,6,6,1,10,0,0.00448031706408047
2018,6,6,1,20,0,0.00886984316897191
2018,6,6,1,30,0,0.0129342341081072
2018,6,6,1,40,0,0.016630472484082
2018,6,6,1,50,0,0.0199279682064405
2018,6,6,2,0,0,0.0228095156317794
2018,6,6,2,10,0,0.0252719057672813
2018,6,6,2,20,0,0.0273263080463941
2018,6,6,2,30,0,0.0289982272586439
2018,6,6,2,40,0,0.0303271635277381
2018,6,6,2,50,0,0.0313658499025847
2018,6,6,3,0,0,0.0321792307807233
2018,6,6,3,10,0,0.0328431126707226
2018,6,6,3,20,0,0.0334424561058033
2018,6,6,3,30,0,0.0340694168082185
2018,6,6,3,40,0,0.0348210843208111
2018,6,6,3,50,0,0.035796977703353
2018,6,6,4,0,0,0.0370964484552479
2018,6,6,4,10,0,0.0388160336606201
2018,6,6,4,20,0,0.0410468785020008
2018,6,6,4,30,0,0.043872345615858
2018,6,6,4,40,0,0.0473655712724944
2018,6,6,4,50,0,0.0515871724443068
2018,6,6,5,0,0,0.0565832283867461
2018,6,6,5,10,0,0.062383607825673
2018,6,6,5,20,0,0.0690005510117365
2018,6,6,5,30,0,0.0764276765325871
2018,6,6,5,40,0,0.0846392815940145
2018,6,6,5,50,0,0.0935900116639884
2018,6,6,6,0,0,0.10321497865881
2018,6,6,6,10,0,0.113430311102663
2018,6,6,6,20,0,0.124134060987217
2018,6,6,6,30,0,0.135207558034355
2018,6,6,6,40,0,0.146517130459323
2018,6,6,6,50,0,0.157916142107566
2018,6,6,7,0,0,0.169247365525075
2018,6,6,7,10,0,0.180345643494143
2018,6,6,7,20,0,0.191040687050032
2018,6,6,7,30,0,0.201160017060755
2018,6,6,7,40,0,0.210532116439378
2018,6,6,7,50,0,0.218989547405221
2018,6,6,8,0,0,0.226371957119226
2018,6,6,8,10,0,0.232529088086878
2018,6,6,8,20,0,0.237323659459146
2018,6,6,8,30,0,0.240634020575367
2018,6,6,8,40,0,0.242356635686396
2018,6,6,8,50,0,0.242408159947803
2018,6,6,9,0,0,0.240727226392946
2018,6,6,9,10,0,0.237275856147862
2018,6,6,9,20,0,0.232040561324324
2018,6,6,9,30,0,0.225033244910089
2018,6,6,9,40,0,0.216291494734318
2018,6,6,9,50,0,0.20587851335036
2018,6,6,10,0,0,0.193882596602287
2018,6,6,10,10,0,0.180416125612932
2018,6,6,10,20,0,0.165614379951666
2018,6,6,10,30,0,0.149633929953406
2018,6,6,10,40,0,0.132650583757739
2018,6,6,10,50,0,0.114856961164375
2018,6,6,11,0,0,0.096459684306235
2018,6,6,11,10,0,0.0776765813900528
2018,6,6,11,20,0,0.058733490816026
2018,6,6,11,30,0,0.039860814333485
2018,6,6,11,40,0,0.0212902002141362
2018,6,6,11,50,0,0.00325101132314065
2018,6,6,12,0,0,-0.0140331116838535
2018,6,6,12,10,0,-0.0303477245166525
2018,6,6,12,20,0,-0.0454909426937829
2018,6,6,12,30,0,-0.0592765300877387
2018,6,6,12,40,0,-0.0715368256816058
2018,6,6,12,50,0,-0.0821253338569482
2018,6,6,13,0,0,-0.0909189060510263
2018,6,6,13,10,0,-0.0978196051127128
2018,6,6,13,20,0,-0.102756189429905
2018,6,6,13,30,0,-0.105685139674179
2018,6,6,13,40,0,-0.106591170668269
2018,6,6,13,50,0,-0.105487326302001
2018,6,6,14,0,0,-0.102414573528899
2018,6,6,14,10,0,-0.0974410654938789
2018,6,6,14,20,0,-0.0906609811946843
2018,6,6,14,30,0,-0.0821929514297307
2018,6,6,14,40,0,-0.0721780111936263
2018,6,6,14,50,0,-0.060777170746125
2018,6,6,15,0,0,-0.0481687530046361
2018,6,6,15,10,0,-0.0345455333264995
2018,6,6,15,20,0,-0.020111631300268
2018,6,6,15,30,0,-0.00507934657869751
2018,6,6,15,40,0,0.0103341444655986
2018,6,6,15,50,0,0.0259100831533238
2018,6,6,16,0,0,0.0414314817858804
2018,6,6,16,10,0,0.0566862109680136
2018,6,6,16,20,0,0.0714700526156197
2018,6,6,16,30,0,0.0855895743166794
2018,6,6,16,40,0,0.0988648812621878
2018,6,6,16,50,0,0.111131990212212
2018,6,6,17,0,0,0.122244950076013
2018,6,6,17,10,0,0.132077532761676
2018,6,6,17,20,0,0.140524488343946
2018,6,6,17,30,0,0.147502547818589
2018,6,6,17,40,0,0.152951088267632
2018,6,6,17,50,0,0.156832368650774
2018,6,6,18,0,0,0.159131413091352
2018,6,6,18,10,0,0.159855409507937
2018,6,6,18,20,0,0.159032770918987
2018,6,6,18,30,0,0.15671180168344
2018,6,6,18,40,0,0.152959111420977
2018,6,6,18,50,0,0.147857810117638
2018,6,6,19,0,0,0.141505584117226
2018,6,6,19,10,0,0.13401256959207
2018,6,6,19,20,0,0.125499264195048
2018,6,6,19,30,0,0.116094402422189
2018,6,6,19,40,0,0.10593279818836
2018,6,6,19,50,0,0.0951532436468757
2018,6,6,20,0,0,0.0838965196258205
2018,6,6,20,10,0,0.0723035601578539
2018,6,6,20,20,0,0.0605136613824222
2018,6,6,20,30,0,0.048662891142969
2018,6,6,20,40,0,0.0368827610631477
2018,6,6,20,50,0,0.0252990302432475
2018,6,6,21,0,0,0.0140306401791552
2018,6,6,21,10,0,0.00318886975345165
2018,6,6,21,20,0,-0.00712323909084001
2018,6,6,21,30,0,-0.0168113273134631
2018,6,6,21,40,0,-0.025789975826077
2018,6,6,21,50,0,-0.0339828652566681
2018,6,6,22,0,0,-0.0413227692027242
2018,6,6,22,10,0,-0.0477515957440824
2018,6,6,22,20,0,-0.0532205065562496
2018,6,6,22,30,0,-0.0576900135865285
2018,6,6,22,40,0,-0.061130193528685
2018,6,6,22,50,0,-0.0635210103373052
2018,6,6,23,0,0,-0.0648526655172065
2018,6,6,23,10,0,-0.0651260872724748
2018,6,6,23,20,0,-0.0643534054255445
2018,6,6,23,30,0,-0.0625584463247879
2018,6,6,23,40,0,-0.059777119436101
2018,6,6,23,50,0,-0.0560575987985004
2018,6,7,0,0,0,-0.0514605617949596
2018,6,7,0,10,0,-0.0460593161965518
2018,6,7,0,20,0,-0.0399395397093224
2018,6,7,0,30,0,-0.0331985853614201
2018,6,7,0,40,0,-0.0259446165379346
2018,6,7,0,50,0,-0.0182951733442539
2018,6,7,1,0,0,-0.0103754753160435
2018,6,7,1,10,0,-0.00231651911503249
2018,6,7,1,20,0,0.00574729853599197
2018,6,7,1,30,0,0.0136808986249338
2018,6,7,1,40,0,0.0213514099474571
2018,6,7,1,50,0,0.0286312697476152
2018,6,7,2,0,0,0.0354014104793019
2018,6,7,2,10,0,0.0415543599384752
2018,6,7,2,20,0,0.0469973593336808
2018,6,7,2,30,0,0.0516551455982163
2018,6,7,2,40,0,0.055472482064111
2018,6,7,2,50,0,0.0584162834274052
2018,6,7,3,0,0,0.0604772377568195
2018,6,7,3,10,0,0.06167080063938
2018,6,7,3,20,0,0.0620376025713213
2018,6,7,3,30,0,0.0616432217096278
2018,6,7,3,40,0,0.0605770874553754
2018,6,7,3,50,0,0.0589506039511528
2018,6,7,4,0,0,0.0568947248338305
2018,6,7,4,10,0,0.0545569068647798
2018,6,7,4,20,0,0.052097437495841
2018,6,7,4,30,0,0.0496853327553407
2018,6,7,4,40,0,0.04749390065719
2018,6,7,4,50,0,0.0456959847405665
2018,6,7,5,0,0,0.0444592211375533
2018,6,7,5,10,0,0.0439414212054826
2018,6,7,5,20,0,0.0442860784250094
2018,6,7,5,30,0,0.0456182426639794
2018,6,7,5,40,0,0.0480408963262335
2018,6,7,5,50,0,0.0516318594852164
2018,6,7,6,0,0,0.0564414222361875
2018,6,7,6,10,0,0.0624906910345633
2018,6,7,6,20,0,0.0697707320831051
2018,6,7,6,30,0,0.0782425331843739
2018,6,7,6,40,0,0.0878377593991722
2018,6,7,6,50,0,0.0984603037196687
2018,6,7,7,0,0,0.10998846482929
2018,6,7,7,10,0,0.122277768236491
2018,6,7,7,20,0,0.135164207483661
2018,6,7,7,30,0,0.148467970282346
2018,6,7,7,40,0,0.161997464476788
2018,6,7,7,50,0,0.175553391927621
2018,6,7,8,0,0,0.188932862725174
2018,6,7,8,10,0,0.201933476683226
2018,6,7,8,20,0,0.214357274999804
2018,6,7,8,30,0,0.226014358084151
2018,6,7,8,40,0,0.236726152799945
2018,6,7,8,50,0,0.246328197657479
2018,6,7,9,0,0,0.254672487652184
2018,6,7,9,10,0,0.261629362477362
2018,6,7,9,20,0,0.267088943633196
2018,6,7,9,30,0,0.270962215057029
2018,6,7,9,40,0,0.273181727827717
2018,6,7,9,50,0,0.273701855984185
2018,6,7,10,0,0,0.272498708562488
2018,6,7,10,10,0,0.269569736792543
2018,6,7,10,20,0,0.264933121656427
2018,6,7,10,30,0,0.258627038201703
2018,6,7,10,40,0,0.250708690436856
2018,6,7,10,50,0,0.241253209101556
2018,6,7,11,0,0,0.230352638989393
2018,6,7,11,10,0,0.218115007779848
2018,6,7,11,20,0,0.204663179183309
2018,6,7,11,30,0,0.19013372472071
2018,6,7,11,40,0,0.174675772801131
2018,6,7,11,50,0,0.158449658727127
2018,6,7,12,0,0,0.141625451974905
2018,6,7,12,10,0,0.124381226027806
2018,6,7,12,20,0,0.106901143748018
2018,6,7,12,30,0,0.0893733249391208
2018,6,7,12,40,0,0.071987431234567
2018,6,7,12,50,0,0.0549321470781942
2018,6,7,13,0,0,0.0383924571380917
2018,6,7,13,10,0,0.0225467793023819
2018,6,7,13,20,0,0.00756389860460521
2018,6,7,13,30,0,-0.00640016793848396
2018,6,7,13,40,0,-0.0192051603882468
2018,6,7,13,50,0,-0.0307294188098465
2018,6,7,14,0,0,-0.0408725763187382
2018,6,7,14,10,0,-0.0495579526118167
2018,6,7,14,20,0,-0.0567344179861959
2018,6,7,14,30,0,-0.0623777196740377
2018,6,7,14,40,0,-0.0664912617901709
2018,6,7,14,50,0,-0.0691061445272291
2018,6,7,15,0,0,-0.0702805228532671
2018,6,7,15,10,0,-0.0700982967987032
2018,6,7,15,20,0,-0.068667159716074
2018,6,7,15,30,0,-0.0661158983909808
2018,6,7,15,40,0,-0.0625911026545521
2018,6,7,15,50,0,-0.0582533184892451
